sid,proto,source,src_port,arrow,destination,dst_port,classtype,direction,TActic,Technique,Tname,TA_inb,T_inb,TA_lat,T_lat,TA_out,T_out,msg,reference
1838,tcp,$EXTERNAL_NET,22,->,$HOME_NET,any,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-OTHER SSH server banner overflow""","['bugtraq', '5287']"
1839,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP mailman cross site scripting attempt""","['bugtraq', '5298']"
1840,tcp,$EXTERNAL_NET,$HTTP_PORTS,->,$HOME_NET,any,attempted-user,inb,Initial Access,,,Initial Access,,,,,,"""FILE-JAVA Oracle Javascript document.domain attempt""","['bugtraq', '5346']"
1841,tcp,$EXTERNAL_NET,$HTTP_PORTS,->,$HOME_NET,any,attempted-user,inb,Initial Access,,,Initial Access,,,,,,"""BROWSER-FIREFOX Mozilla 1.0 Javascript arbitrary cookie access attempt""","['bugtraq', '5293']"
1842,tcp,$EXTERNAL_NET,any,->,$HOME_NET,143,attempted-user,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-IMAP login buffer overflow attempt""","['bugtraq', '13727']"
1843,tcp,$EXTERNAL_NET,any,->,$HOME_NET,33270,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""MALWARE-BACKDOOR trinity connection attempt""","['cve', '2000-0138']"
1844,tcp,$EXTERNAL_NET,any,->,$HOME_NET,143,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-IMAP authenticate overflow attempt""","['bugtraq', '12995']"
1845,tcp,$EXTERNAL_NET,any,->,$HOME_NET,143,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-IMAP list literal overflow attempt""","['bugtraq', '1110']"
1846,tcp,$EXTERNAL_NET,any,->,$HOME_NET,5800:5802,misc-activity,inb,,,,,,,,,,"""POLICY-MULTIMEDIA vncviewer Java applet download attempt""","['nessus', '10758']"
1847,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP webalizer access""","['bugtraq', '3473']"
1848,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP webcart-lite access""","['cve', '1999-0610']"
1849,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP webfind.exe access""","['bugtraq', '1487']"
1850,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP way-board.cgi access""","['nessus', '10610']"
1851,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP active.log access""","['bugtraq', '1497']"
1852,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP robots.txt access""","['nessus', '10302']"
1853,udp,$EXTERNAL_NET,any,->,$HOME_NET,35555,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""MALWARE-BACKDOOR win-trin00 connection attempt""","['cve', '2000-0138']"
1854,icmp,$EXTERNAL_NET,any,<>,$HOME_NET,any,attempted-dos,,Initial Access,,,,,,,,,"""PROTOCOL-ICMP Stacheldraht handler->agent niggahbitch""","['cve', '2000-0138']"
1855,icmp,$EXTERNAL_NET,any,<>,$HOME_NET,any,attempted-dos,,Initial Access,,,,,,,,,"""PROTOCOL-ICMP Stacheldraht agent->handler skillz""","['cve', '2000-0138']"
1856,icmp,$EXTERNAL_NET,any,<>,$HOME_NET,any,attempted-dos,,Initial Access,,,,,,,,,"""PROTOCOL-ICMP Stacheldraht handler->agent ficken""","['cve', '2000-0138']"
1857,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP robot.txt access""","['nessus', '10302']"
1858,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP CISCO PIX Firewall Manager directory traversal attempt""","['bugtraq', '691']"
1859,tcp,$EXTERNAL_NET,any,->,$HOME_NET,9090,default-login-attempt,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Oracle JavaServer default password login attempt""","['nessus', '10995']"
1860,tcp,$EXTERNAL_NET,any,->,$HOME_NET,8080,default-login-attempt,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Linksys router default password login attempt""","['nessus', '10999']"
1861,tcp,$EXTERNAL_NET,any,->,$HOME_NET,8080,default-login-attempt,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Linksys router default username and password login attempt""","['nessus', '10999']"
1862,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP mrtg.cgi directory traversal attempt""","['bugtraq', '4017']"
1864,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,attempted-dos,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-FTP SITE NEWER attempt""","['cve', '1999-0880']"
1865,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP webdist.cgi arbitrary command attempt""","['bugtraq', '374']"
1866,tcp,$EXTERNAL_NET,any,->,$HOME_NET,110,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-POP USER overflow attempt""","['bugtraq', '11256']"
1867,udp,$EXTERNAL_NET,any,->,$HOME_NET,177,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""X11 xdmcp info query""","['nessus', '10891']"
1868,tcp,$EXTERNAL_NET,any,->,$HOME_NET,8080,default-login-attempt,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Interactive Story story.pl arbitrary file read attempt""","['bugtraq', '3028']"
1869,tcp,$EXTERNAL_NET,any,->,$HOME_NET,8080,default-login-attempt,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Interactive Story story.pl access""","['bugtraq', '3028']"
1870,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP siteUserMod.cgi access""","['bugtraq', '951']"
1871,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Oracle XSQLConfig.xml access""","['bugtraq', '4290']"
1872,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Oracle Dynamic Monitoring Services dms access""","['nessus', '10848']"
1873,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP globals.jsa access""","['bugtraq', '4034']"
1874,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP Oracle Java Process Manager access""","['nessus', '10851']"
1875,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP cgicso access""","['bugtraq', '6141']"
1876,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP nph-publish.cgi access""","['cve', '1999-1177']"
1877,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP printenv access""","['bugtraq', '1658']"
1878,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP sdbsearch.cgi access""","['bugtraq', '1658']"
1879,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP book.cgi arbitrary command execution attempt""","['bugtraq', '3178']"
1880,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP oracle web application server access""","['bugtraq', '1053']"
1881,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP bad HTTP 1.1 request - potential worm attack""","['url', 'securityresponse.symantec.com/avcenter/security/Content/2002.09.13.html']"
1882,ip,$HOME_NET,any,->,$EXTERNAL_NET,any,bad-unknown,out,Command and Control,,,,,,,Command and Control,,"""INDICATOR-COMPROMISE id check returned userid""",
1887,tcp,$EXTERNAL_NET,any,->,$HOME_NET,443,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-OTHER OpenSSL Worm traffic""","['url', 'www.cert.org/advisories/CA-2002-27.html']"
1888,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-FTP SITE CPWD overflow attempt""","['bugtraq', '5427']"
1889,udp,$EXTERNAL_NET,2002,->,$HOME_NET,2002,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC slapper worm admin traffic""","['url', 'isc.incidents.org/analysis.html?id=167']"
1890,udp,$EXTERNAL_NET,any,->,$HOME_NET,1024:,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-RPC status GHBN format string attack""","['bugtraq', '1480']"
1891,tcp,$EXTERNAL_NET,any,->,$HOME_NET,1024:,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-RPC status GHBN format string attack""","['bugtraq', '1480']"
1892,udp,$EXTERNAL_NET,any,->,$HOME_NET,161,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-SNMP null community string attempt""","['bugtraq', '2112']"
1893,udp,$EXTERNAL_NET,any,->,$HOME_NET,161,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-SNMP missing community string attempt""","['bugtraq', '2112']"
1894,tcp,$EXTERNAL_NET,any,->,$HOME_NET,749,shellcode-detect,inb,Execution,,,Execution,,,,,,"""INDICATOR-SHELLCODE kadmind buffer overflow attempt""","['bugtraq', '5731']"
1895,tcp,$EXTERNAL_NET,any,->,$HOME_NET,751,shellcode-detect,inb,Execution,,,Execution,,,,,,"""INDICATOR-SHELLCODE kadmind buffer overflow attempt""","['bugtraq', '5731']"
1896,tcp,$EXTERNAL_NET,any,->,$HOME_NET,749,shellcode-detect,inb,Execution,,,Execution,,,,,,"""INDICATOR-SHELLCODE kadmind buffer overflow attempt""","['bugtraq', '5731']"
1897,tcp,$EXTERNAL_NET,any,->,$HOME_NET,751,shellcode-detect,inb,Execution,,,Execution,,,,,,"""INDICATOR-SHELLCODE kadmind buffer overflow attempt""","['bugtraq', '5731']"
1898,tcp,$EXTERNAL_NET,any,->,$HOME_NET,749,shellcode-detect,inb,Execution,,,Execution,,,,,,"""INDICATOR-SHELLCODE kadmind buffer overflow attempt""","['bugtraq', '5731']"
1899,tcp,$EXTERNAL_NET,any,->,$HOME_NET,751,shellcode-detect,inb,Execution,,,Execution,,,,,,"""INDICATOR-SHELLCODE kadmind buffer overflow attempt""","['bugtraq', '5731']"
1900,tcp,$HOME_NET,749,->,$EXTERNAL_NET,any,successful-admin,out,Privilege Escalation,,,,,,,Privilege Escalation,,"""SERVER-OTHER successful kadmind buffer overflow attempt""","['bugtraq', '5731']"
1901,tcp,$HOME_NET,751,->,$EXTERNAL_NET,any,successful-admin,out,Privilege Escalation,,,,,,,Privilege Escalation,,"""SERVER-OTHER successful kadmind buffer overflow attempt""","['bugtraq', '5731']"
1902,tcp,$EXTERNAL_NET,any,->,$HOME_NET,143,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-IMAP lsub literal overflow attempt""","['bugtraq', '1110']"
1903,tcp,$EXTERNAL_NET,any,->,$HOME_NET,143,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-IMAP rename overflow attempt""","['bugtraq', '1110']"
1904,tcp,$EXTERNAL_NET,any,->,$HOME_NET,143,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-IMAP find overflow attempt""","['bugtraq', '1110']"
1905,udp,$EXTERNAL_NET,any,->,$HOME_NET,500:,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-RPC AMD UDP amqproc_mount plog overflow attempt""","['bugtraq', '614']"
1906,tcp,$EXTERNAL_NET,any,->,$HOME_NET,500:,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-RPC AMD TCP amqproc_mount plog overflow attempt""","['bugtraq', '614']"
1907,udp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-RPC CMSD UDP CMSD_CREATE buffer overflow attempt""","['bugtraq', '36615']"
1908,tcp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-RPC CMSD TCP CMSD_CREATE buffer overflow attempt""","['bugtraq', '524']"
1909,tcp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-RPC CMSD TCP CMSD_INSERT buffer overflow attempt""","['bugtraq', '524']"
1910,udp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-RPC CMSD udp CMSD_INSERT buffer overflow attempt""","['cve', '1999-0696']"
1911,udp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt""","['bugtraq', '866']"
1912,tcp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-RPC sadmind TCP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt""","['bugtraq', '0866']"
1913,udp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-RPC STATD UDP stat mon_name format string exploit attempt""","['bugtraq', '1480']"
1914,tcp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-RPC STATD TCP stat mon_name format string exploit attempt""","['bugtraq', '1480']"
1915,udp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-RPC STATD UDP monitor mon_name format string exploit attempt""","['bugtraq', '1480']"
1916,tcp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-RPC STATD TCP monitor mon_name format string exploit attempt""","['bugtraq', '1480']"
1917,udp,$EXTERNAL_NET,any,->,$HOME_NET,1900,network-scan,inb,Reconnaissance,T1018,Remote System Discovery,Reconnaissance,,,,,,"""INDICATOR-SCAN UPnP service discover attempt""","['url', 'attack.mitre.org/techniques/T1018']"
1918,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,network-scan,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-ICMP SolarWinds IP scan attempt""",
1919,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-FTP CWD overflow attempt""","['bugtraq', '11069']"
1920,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-FTP SITE NEWER overflow attempt""","['bugtraq', '229']"
1921,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-FTP SITE ZIPCHK overflow attempt""","['cve', '2000-0040']"
1922,tcp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap proxy attempt TCP""",
1923,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap proxy attempt UDP""",
1924,udp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC mountd UDP export request""",
1925,tcp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC mountd TCP exportall request""",
1926,udp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC mountd UDP exportall request""",
1927,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,suspicious-filename-detect,inb,Execution,,,Execution,,,,,,"""PROTOCOL-FTP authorized_keys""",
1928,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,suspicious-filename-detect,inb,Execution,,,Execution,,,,,,"""PROTOCOL-FTP shadow retrieval attempt""",
1930,tcp,$EXTERNAL_NET,any,->,$HOME_NET,143,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-IMAP auth literal overflow attempt""","['bugtraq', '21724']"
1931,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP rpc-nlog.pl access""","['cve', '1999-1278']"
1932,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP rpc-smb.pl access""","['cve', '1999-1278']"
1933,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP cart.cgi access""","['bugtraq', '1115']"
1936,tcp,$EXTERNAL_NET,any,->,$HOME_NET,110,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-POP AUTH overflow attempt""","['bugtraq', '830']"
1937,tcp,$EXTERNAL_NET,any,->,$HOME_NET,110,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-POP LIST overflow attempt""","['bugtraq', '948']"
1938,tcp,$EXTERNAL_NET,any,->,$HOME_NET,110,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-POP XTND overflow attempt""",
1939,udp,$EXTERNAL_NET,any,->,$HOME_NET,67,misc-activity,inb,,,,,,,,,,"""SERVER-OTHER bootp hardware address length overflow""","['cve', '1999-0798']"
1940,udp,$EXTERNAL_NET,any,->,$HOME_NET,67,misc-activity,inb,,,,,,,,,,"""SERVER-OTHER bootp invalid hardware type""","['cve', '1999-0798']"
1941,udp,any,any,->,any,69,attempted-admin,,Privilege Escalation,,,,,,,,,"""PROTOCOL-TFTP GET filename overflow attempt""","['bugtraq', '20131']"
1942,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-FTP RMDIR overflow attempt""","['bugtraq', '819']"
1943,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP /Carello/add.exe access""","['bugtraq', '1245']"
1944,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP /ecscripts/ecware.exe access""","['bugtraq', '6066']"
1946,tcp,$EXTERNAL_NET,any,->,$HOME_NET,8888,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP answerbook2 admin attempt""","['bugtraq', '5383']"
1947,tcp,$EXTERNAL_NET,any,->,$HOME_NET,8888,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP answerbook2 arbitrary command execution attempt""","['bugtraq', '1556']"
1948,udp,$EXTERNAL_NET,any,->,$HOME_NET,53,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-DNS dns zone transfer via UDP detected""","['cve', '1999-0532']"
1949,tcp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap SET attempt TCP 111""",
1950,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap SET attempt UDP 111""",
1951,tcp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC mountd TCP mount request""","['cve', '1999-0210']"
1952,udp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC mountd UDP mount request""",
1953,tcp,$EXTERNAL_NET,any,->,$HOME_NET,500:,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC AMD TCP pid request""",
1954,udp,$EXTERNAL_NET,any,->,$HOME_NET,500:,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC AMD UDP pid request""",
1955,tcp,$EXTERNAL_NET,any,->,$HOME_NET,500:,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC AMD TCP version request""",
1956,udp,$EXTERNAL_NET,any,->,$HOME_NET,500:,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC AMD UDP version request""","['bugtraq', '1554']"
1957,udp,$EXTERNAL_NET,any,->,$HOME_NET,any,protocol-command-decode,inb,Lateral Movement,,,Lateral Movement,,,,,,"""PROTOCOL-RPC sadmind UDP PING""","['bugtraq', '866']"
1958,tcp,$EXTERNAL_NET,any,->,$HOME_NET,any,protocol-command-decode,inb,Lateral Movement,,,Lateral Movement,,,,,,"""PROTOCOL-RPC sadmind TCP PING""","['bugtraq', '866']"
1959,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap NFS request UDP""",
1960,tcp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap NFS request TCP""",
1961,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap RQUOTA request UDP""",
1962,tcp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap RQUOTA request TCP""",
1963,udp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-attack,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-RPC RQUOTA getquota overflow attempt UDP""","['bugtraq', '864']"
1964,udp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-RPC tooltalk UDP overflow attempt""","['bugtraq', '122']"
1965,tcp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-RPC tooltalk TCP overflow attempt""","['bugtraq', '122']"
1966,udp,$EXTERNAL_NET,any,->,255.255.255.255,27155,misc-activity,inb,,,,,,,,,,"""SERVER-OTHER GlobalSunTech Access Point Information Disclosure attempt""","['bugtraq', '6100']"
1967,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP phpbb quick-reply.php arbitrary command attempt""","['bugtraq', '6173']"
1968,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP phpbb quick-reply.php access""","['bugtraq', '6173']"
1969,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-activity,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP ion-p access""","['bugtraq', '6091']"
